URL,Version,Status,OIDs,Name,Title,Description,Used
https://ig.opennz.org/CodeSystem/assistance-needs-cs,1.2.0,active,,AssistanceNeedsCodeSystem,Assistance Code System,"Appointment Assistance Needs.",
